Turbine_ID,Timestamp,Crack_Width_mm,Crack_Length_mm,Crack_Depth_mm,Material_Integrity_%,Stress_Level_MPa,Water_Temperature_C,pH_Level,Salinity_ppt,Dissolved_Oxygen_mg_L,Turbidity_NTU,Microbial_Species,Biofilm_Thickness_mm,Genomic_Features_PCA,Biofilm_Aggressiveness,Crack_Correlation,Predicted_Crack_Growth_mm_month,Risk_Level,Recommended_Action
1001,2025-01-01 00:00:00,1.3734364040810325,29.86203995491107,5.933960843694131,85.93027816311289,194.05358478947912,14.341020461667462,7.981459482301084,30.73175098768002,5.022008045018931,6.8112160160458455,Pseudomonas,2.048484305782763,0.4881132922515464,0.7777897117944703,0.5989279274192114,3.8716615190566794,Low,Monitor
1002,2025-01-01 01:00:00,3.332428641793715,28.462985911839983,8.15160712834987,66.89545448420665,187.45660088262554,13.322802405785081,7.120048854648905,30.894783829824174,5.001650796297382,4.6217664483128384,Shewanella,3.5309149329584666,0.11793895040774761,0.3320281436204736,0.700673898204041,2.84310539394823,Medium,Inspect
1003,2025-01-01 02:00:00,2.5887794021587776,91.09418514949849,7.721528833006511,94.89578253419259,69.15083973267153,9.403847812571502,7.363494717180608,36.519737139229605,7.361317303976076,5.247181989231288,Desulfovibrio,4.585101010967256,0.6815173315304849,0.3792033351438935,0.7864034701947638,2.7965122044875868,Low,Monitor
1004,2025-01-01 03:00:00,2.1354388462699245,28.70688898570308,1.96204909459085,84.52464956276967,234.51448098116,20.181666752537197,8.160519019718876,34.86940713239248,5.146468525026854,7.450523044133055,Desulfovibrio,0.5300312249465411,0.6687318532853117,0.5306341561775844,0.5167498955739867,3.3408669979769487,Low,Monitor
1005,2025-01-01 04:00:00,0.6304633775042842,30.835223982219944,1.917869962544002,66.28815534227817,163.69444043136392,16.915604012715722,7.793028780518229,37.9041525031921,9.872662768311873,8.886754267001145,Vibrio,4.3212429087095705,0.1993848728169998,0.11713507077632365,0.7235000532432725,3.6637177805144487,Medium,Inspect
1006,2025-01-01 05:00:00,0.630381369143089,77.14283492970655,3.0476564935766763,98.49352229924827,122.74510422713685,26.64252480810009,8.391953592680567,39.162708373435315,6.11032587270696,3.449969207557981,Sulfurimonas,3.9857623519088903,0.5159437422621683,0.36765799584195125,0.4112480802178948,2.060106696631633,Low,Monitor
1007,2025-01-01 06:00:00,0.29748428137187816,47.7252850328013,3.9302099002398534,80.73461853341283,201.30771669906133,5.802739512051456,7.6431271125120315,33.883668776715474,7.363323646824224,4.078691163739637,Vibrio,1.646142426576288,0.9237960501990854,0.5264945860098141,0.34913272274051105,1.9866671297096679,Low,Monitor
1008,2025-01-01 07:00:00,3.0449988956347798,78.78750291074222,4.380328023380585,62.9159380748662,101.4730916803268,21.096698188878158,8.304718548720885,35.96410026584646,5.305688150061118,9.376654567261713,Sulfurimonas,1.840561409244642,0.28457634877477767,0.19726236575302936,0.3311196222634672,1.7137328184315914,Medium,Inspect
1009,2025-01-01 08:00:00,2.14379103992691,11.209784968616598,6.95712355991678,85.07331617660269,188.70196740926409,24.07372196278903,7.6734331562173566,35.0069662779531,7.610242080856293,6.2066061316850085,Vibrio,0.3276612383873572,0.5149888791706994,0.2136482989976129,0.45121091227800836,2.9698094989073685,Low,Monitor
1010,2025-01-01 09:00:00,2.507446764506555,51.31926339897151,1.0384641055754362,70.12795628051241,57.94224151444944,23.987164229707677,8.468872418052978,39.81610655642433,6.899780625737042,2.6106563542150094,Vibrio,0.17712899447191813,0.5149928666804684,0.516913062163607,0.22511577725219434,2.1207006030009756,Medium,Inspect
1011,2025-01-01 10:00:00,0.16998728060572832,8.19329201741185,0.8293906901476307,92.1477380750921,217.8816075218544,27.15184917738813,8.439751572098315,38.31084407356595,5.223300144386119,6.973256250211445,Desulfovibrio,2.437330019152873,0.8296853213328745,0.7578685284273381,0.3980942863656748,2.9314097046843433,Low,Monitor
1012,2025-01-01 11:00:00,3.397693497350781,10.95205432825868,4.2231503479671355,92.71288294264762,139.6341694042637,23.22584357073735,7.49370505833412,39.11737708277354,6.675621333481123,9.916859399854417,Sulfurimonas,0.5681442629368216,0.8421182832965001,0.8503740378286149,0.6565559771102597,2.3269314462211472,Medium,Inspect
1013,2025-01-01 12:00:00,2.930304978721434,91.11155806771905,7.123055075310814,99.15789423418647,177.33858287158836,28.19525154119241,8.328885505625205,32.543400875776044,6.957180101114278,8.411082080233601,Pseudomonas,1.0506088906345439,0.7833424776970527,0.5916825077542738,0.6535433330120957,4.265303821486974,High,Replace Blade
1014,2025-01-01 13:00:00,0.8219529763061388,18.22831025617154,2.3376357580865843,80.07478124098014,94.24756396133674,13.316414995522287,8.271417061323474,37.72526423162594,9.9496074563747,7.711670228962625,Pseudomonas,4.2491592776806515,0.4289087432694464,0.5272740887920581,0.25148766454404387,0.8290860788545733,Medium,Inspect
1015,2025-01-01 14:00:00,0.7182048885041421,55.579964816145626,6.594292571934391,78.19827518910948,185.4147425316896,17.580235418788575,7.316020595991344,32.65473224997649,6.039429359596877,2.872419888396423,Vibrio,2.8980391171272175,0.1648332325166681,0.4458525116137797,0.40119093195643407,3.074947671221036,Medium,Inspect
1016,2025-01-01 15:00:00,0.7235753335016749,44.05408224706712,2.968367310432845,90.13902421785923,204.44805517865532,5.351991582072267,7.936435601174905,32.0874253342839,7.723898076850499,8.885258062156066,Vibrio,3.204798942603956,0.4145346795016127,0.2736540931938456,0.5986903652745452,3.09030687764239,High,Replace Blade
1017,2025-01-01 16:00:00,1.1344236260624283,37.997615994590056,8.917818033728405,65.29882625367706,144.64263737687975,5.17393968258228,7.109023473384722,39.44266159655551,9.936577745993144,5.732099591819918,Desulfovibrio,1.0186487210764084,0.7118120811442057,0.23190580253292825,0.422986496252172,2.2267278974241496,Low,Monitor
1018,2025-01-01 17:00:00,1.8841718675496086,90.48416784029088,9.009054470532856,81.87662055172497,173.54538481235886,11.003165511287996,8.255066080875192,30.193044167178666,8.960096039700677,9.0036101986476,Sulfurimonas,4.160442841826655,0.7324719170401688,0.8127068064956273,0.49259161693221143,2.3945940255341442,Low,Monitor
1019,2025-01-01 18:00:00,1.5686130633831936,7.073222693671503,3.3242284406726017,81.84990400523404,141.26518476447973,7.520179928477131,7.2618188252552445,39.653887036634295,9.966837504410446,3.968450464823914,Vibrio,4.353100884954763,0.9685001885290472,0.5185059689911026,0.6989675299810347,4.100591123973178,Low,Monitor
1020,2025-01-01 19:00:00,1.0901790766733426,68.06002018668096,2.684940662650785,63.57892491241549,228.8182738515691,11.505284198393841,7.106222052078647,31.492618969888063,9.841491573300846,1.5584594737188948,Pseudomonas,2.664305209193913,0.5082771082993377,0.8112882209317792,0.20648678061964104,1.7630316961715067,Medium,Inspect
1021,2025-01-01 20:00:00,2.1802998420560904,96.5224712502873,4.4073877346291965,76.71936342027655,149.57383610286382,9.426082363209936,7.600328643308217,38.19438081793268,7.447697710470772,5.283783717937715,Sulfurimonas,4.571533082205433,0.6691920246462613,0.7336747323105667,0.39347548086190137,4.421317061417733,Medium,Inspect
1022,2025-01-01 21:00:00,0.5742791262169422,58.215977428874986,2.7850500592114127,94.13139194268808,218.36174180576378,5.713000620966206,7.865383207899465,32.75922553068103,8.48187924935283,3.4285384433608987,Vibrio,4.23966026227745,0.5852717836502785,0.27450632294504096,0.2996605706495117,4.5335448686061195,Low,Monitor
1023,2025-01-01 22:00:00,1.0932918050197418,93.99813389314373,6.887646511271185,94.24614487978641,210.27041165404972,27.732603660151234,8.282375437839656,33.50702327430727,5.552215634705756,7.437063607986683,Sulfurimonas,3.683488465704747,0.23555670410191365,0.5592765377901032,0.28932642793514424,3.4277868698098817,High,Replace Blade
